id,host_neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
12967106,Haight-Ashbury,Castro/Upper Market,37.76898445,-122.4365094,House,Entire home/apt,14,3.5,4,6,$850.00 ,,,"$2,500.00 ",$200.00 ,1,$0.00 ,3,14,100,10,10,10,10,10,10
725300,The Castro,Castro/Upper Market,37.75934593,-122.4443742,House,Private room,9,2,3,3,$333.00 ,,,$500.00 ,$169.00 ,6,$50.00 ,1,25,94,10,10,10,10,10,10
6544530,The Castro,Castro/Upper Market,37.76013765,-122.4321301,Condominium,Entire home/apt,6,2.5,2,2,$399.00 ,,,$500.00 ,$120.00 ,4,$25.00 ,2,1125,96,10,9,10,10,10,10
23630,The Castro,Castro/Upper Market,37.75963016,-122.4414323,Bed & Breakfast,Entire home/apt,2,1,1,1,$155.00 ,,,$200.00 ,,2,$0.00 ,3,14,97,10,10,10,10,10,10
13769818,The Castro,Castro/Upper Market,37.75895452,-122.4429357,House,Entire home/apt,2,1,1,1,$130.00 ,,,$200.00 ,$40.00 ,1,$0.00 ,1,20,96,10,10,10,10,10,9
3939412,The Castro,Castro/Upper Market,37.76639011,-122.4362411,House,Entire home/apt,4,1,2,2,$250.00 ,,,$200.00 ,$92.00 ,1,$0.00 ,2,15,89,9,10,10,10,10,9
9051149,,Castro/Upper Market,37.7667462,-122.4402158,Apartment,Private room,2,1,1,1,$99.00 ,,,,,1,$0.00 ,1,1125,98,10,10,10,10,10,10
16073836,,Castro/Upper Market,37.76411365,-122.4438359,House,Entire home/apt,9,3,5,6,$700.00 ,,,"$1,500.00 ",$250.00 ,1,$0.00 ,3,1125,100,10,10,10,10,8,10
15464893,,Castro/Upper Market,37.76698613,-122.426729,Apartment,Entire home/apt,2,1,0,1,$94.00 ,,,,$45.00 ,1,$5.00 ,5,21,84,7,9,9,9,9,8
4181776,The Castro,Castro/Upper Market,37.75957772,-122.4332673,House,Entire home/apt,5,2,2,3,$270.00 ,"$2,300.00 ","$8,200.00 ","$1,000.00 ",$160.00 ,4,$15.00 ,30,365,95,10,10,10,10,10,9
9459546,The Castro,Castro/Upper Market,37.76014441,-122.444333,House,Entire home/apt,2,1,1,1,$148.00 ,,,,,1,$0.00 ,3,10,98,10,10,10,10,10,10
7968598,Duboce Triangle,Castro/Upper Market,37.76684323,-122.4343526,Condominium,Entire home/apt,2,1,1,1,$220.00 ,"$2,400.00 ","$7,500.00 ",$500.00 ,$150.00 ,1,$0.00 ,3,30,100,10,10,10,10,10,10
5838639,Duboce Triangle,Castro/Upper Market,37.76507109,-122.4346425,Apartment,Private room,1,1,1,1,$130.00 ,$600.00 ,"$2,400.00 ",,$45.00 ,1,$25.00 ,1,29,98,10,10,10,10,10,10
792370,Duboce Triangle,Castro/Upper Market,37.7688314,-122.4349101,Apartment,Entire home/apt,2,1,1,1,$145.00 ,$900.00 ,"$3,300.00 ",$300.00 ,$75.00 ,1,$0.00 ,4,60,92,9,10,9,9,10,9
10459440,The Castro,Castro/Upper Market,37.75925336,-122.4335492,Apartment,Private room,2,1,1,1,$150.00 ,,,,$70.00 ,1,$25.00 ,1,1125,100,10,10,10,10,10,10
15469891,The Castro,Castro/Upper Market,37.75842303,-122.4418878,Apartment,Private room,1,4,1,1,$95.00 ,,,$350.00 ,$35.00 ,1,$0.00 ,30,1125,100,10,10,10,10,10,10
8920813,The Castro,Castro/Upper Market,37.75961731,-122.4364233,Other,Entire home/apt,16,0.5,0,1,"$1,000.00 ",,,,,1,$0.00 ,1,1125,,,,,,,
2739477,The Castro,Castro/Upper Market,37.75639311,-122.4338401,House,Entire home/apt,6,2,3,3,$425.00 ,,"$11,000.00 ","$1,000.00 ",$175.00 ,1,$0.00 ,3,90,96,10,9,10,10,10,9
7853803,Mission District,Castro/Upper Market,37.76766162,-122.4266941,Apartment,Entire home/apt,3,1,2,2,$275.00 ,"$2,000.00 ",,,$85.00 ,1,$0.00 ,1,12,90,10,10,10,10,9,9
5871042,The Castro,Castro/Upper Market,37.75810917,-122.442123,Apartment,Entire home/apt,4,2,1,1,$200.00 ,,,$300.00 ,$122.00 ,2,$50.00 ,2,30,92,10,9,10,10,10,9
13112761,The Castro,Castro/Upper Market,37.76425534,-122.4298332,Condominium,Private room,2,1,1,1,$90.00 ,,,$500.00 ,$50.00 ,1,$0.00 ,2,1125,100,10,10,10,10,10,10
841083,Mission District,Castro/Upper Market,37.76340668,-122.4270183,House,Private room,2,1,1,1,$400.00 ,,,,$20.00 ,1,$15.00 ,1,5,,,,,,,
677207,The Castro,Castro/Upper Market,37.76498804,-122.4426176,House,Entire home/apt,6,3,3,3,$395.00 ,"$3,300.00 ",,$500.00 ,$100.00 ,1,$0.00 ,3,14,99,10,9,10,10,10,10
17570252,The Castro,Castro/Upper Market,37.75931429,-122.4336157,Apartment,Entire home/apt,3,1,1,2,$300.00 ,,,$500.00 ,$100.00 ,1,$0.00 ,2,10,100,10,10,10,10,10,10
121238,Mission District,Castro/Upper Market,37.76637936,-122.4275828,Apartment,Entire home/apt,2,1,1,1,$179.00 ,"$2,000.00 ","$6,000.00 ",$100.00 ,$100.00 ,2,$10.00 ,2,30,97,10,9,10,10,10,10
4184406,Duboce Triangle,Castro/Upper Market,37.76824802,-122.4286117,Apartment,Private room,2,1,1,2,$100.00 ,,,$250.00 ,$75.00 ,1,$10.00 ,3,1125,98,10,10,10,10,10,10
15375254,Duboce Triangle,Castro/Upper Market,37.76495542,-122.4351703,Apartment,Private room,2,1,1,1,$139.00 ,,,,$45.00 ,1,$25.00 ,1,29,,,,,,,
17619267,The Castro,Castro/Upper Market,37.76428217,-122.4373386,Condominium,Private room,2,1,1,1,$100.00 ,,,,,1,$0.00 ,1,1125,100,10,10,10,10,10,10
9092593,Mission District,Castro/Upper Market,37.76202641,-122.4283129,Apartment,Private room,3,1,1,1,$195.00 ,"$1,300.00 ","$5,000.00 ",,$175.00 ,1,$0.00 ,3,1125,96,10,10,10,10,10,9
776239,The Castro,Castro/Upper Market,37.75808973,-122.4431117,House,Entire home/apt,6,2,3,4,$525.00 ,,"$10,000.00 ",$850.00 ,$75.00 ,6,$0.00 ,5,180,100,9,10,10,10,9,9
789059,The Castro,Castro/Upper Market,37.75658536,-122.4308273,House,Private room,4,1.5,1,2,$135.00 ,,,,,2,$40.00 ,3,7,93,10,10,10,10,10,9
10784420,Duboce Triangle,Castro/Upper Market,37.76503795,-122.4340976,House,Entire home/apt,4,2,2,2,$600.00 ,,,,$100.00 ,1,$0.00 ,5,1125,,,,,,,
9885647,The Castro,Castro/Upper Market,37.76219491,-122.4381526,Apartment,Private room,1,1,1,1,$160.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
16160696,Mission District,Castro/Upper Market,37.75954782,-122.4266924,Condominium,Entire home/apt,4,1.5,2,2,$349.00 ,,,$750.00 ,$125.00 ,2,$50.00 ,4,1125,100,10,10,10,10,10,10
17144320,The Castro,Castro/Upper Market,37.76445352,-122.4396237,House,Entire home/apt,14,3.5,4,6,$700.00 ,,,"$1,000.00 ",$299.00 ,1,$0.00 ,4,1125,100,10,10,10,10,10,10
1104362,The Castro,Castro/Upper Market,37.76225161,-122.4323159,Apartment,Entire home/apt,2,1,0,1,$194.00 ,"$1,249.00 ","$4,252.00 ",$300.00 ,$70.00 ,1,$0.00 ,4,29,95,10,10,10,10,10,9
9869323,The Castro,Castro/Upper Market,37.76108061,-122.4453199,House,Entire home/apt,4,1,2,2,$200.00 ,,,$500.00 ,$100.00 ,2,$40.00 ,2,1125,98,10,10,10,10,10,10
5590567,The Castro,Castro/Upper Market,37.7651556,-122.4365974,Apartment,Private room,2,1,1,1,$95.00 ,$600.00 ,,$100.00 ,$25.00 ,1,$0.00 ,4,6,93,10,10,10,10,9,9
14488234,Duboce Triangle,Castro/Upper Market,37.76732604,-122.4324014,Other,Private room,1,1.5,1,1,$110.00 ,,,,,1,$0.00 ,1,1125,98,10,10,10,10,10,10
14467867,Duboce Triangle,Castro/Upper Market,37.76431582,-122.4347351,Apartment,Entire home/apt,7,1,3,3,$246.00 ,,,$500.00 ,$135.00 ,3,$25.00 ,2,14,100,10,10,10,10,10,10
9032327,The Castro,Castro/Upper Market,37.76462579,-122.441069,Apartment,Entire home/apt,3,1,1,2,$150.00 ,,,$100.00 ,,1,$0.00 ,3,1125,96,10,9,10,10,10,10
1233497,The Castro,Castro/Upper Market,37.76198678,-122.4433606,Apartment,Entire home/apt,4,1,2,2,$220.00 ,"$1,200.00 ",,$400.00 ,$75.00 ,2,$15.00 ,4,1125,98,10,10,10,10,10,10
1251570,Mission District,Castro/Upper Market,37.76518077,-122.42791,Apartment,Entire home/apt,4,1,2,2,$430.00 ,"$1,299.00 ",,$200.00 ,$80.00 ,2,$0.00 ,2,29,95,10,10,10,10,10,9
7902488,The Castro,Castro/Upper Market,37.7612094,-122.4424327,Apartment,Private room,2,1,1,1,$200.00 ,,,"$1,000.00 ",$60.00 ,2,$0.00 ,2,1125,100,10,10,10,10,10,10
8534395,Duboce Triangle,Castro/Upper Market,37.76517337,-122.4323286,Condominium,Entire home/apt,4,2,2,2,$219.00 ,,"$5,600.00 ","$3,000.00 ",$175.00 ,1,$0.00 ,30,150,92,10,9,10,10,9,9
2496719,,Castro/Upper Market,37.76537846,-122.4282441,Apartment,Entire home/apt,2,1,1,1,$150.00 ,,"$4,195.00 ",,,1,$0.00 ,90,120,100,10,10,10,10,10,10
9525428,The Castro,Castro/Upper Market,37.76167747,-122.4453465,House,Entire home/apt,1,2,3,3,$200.00 ,,,,,1,$0.00 ,2,1125,,,,,,,
929468,The Castro,Castro/Upper Market,37.75951632,-122.4455864,Loft,Entire home/apt,5,1,1,3,$175.00 ,,"$4,000.00 ",$200.00 ,$70.00 ,2,$15.00 ,3,60,95,10,10,10,10,9,9
13333818,Mission District,Castro/Upper Market,37.7678947,-122.4294903,Apartment,Entire home/apt,4,1,1,1,$180.00 ,,,$100.00 ,$20.00 ,1,$0.00 ,3,3,,,,,,,
11605674,The Castro,Castro/Upper Market,37.75807704,-122.4326494,House,Private room,2,1,1,1,$225.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
7673433,Mission District,Castro/Upper Market,37.7661948,-122.4273346,Apartment,Private room,1,1,1,1,$105.00 ,$665.00 ,"$2,500.00 ",,$100.00 ,1,$75.00 ,7,90,100,10,10,10,10,10,10
10933809,Haight-Ashbury,Castro/Upper Market,37.76865524,-122.4370208,Apartment,Private room,2,1,1,1,$70.00 ,,,,,1,$0.00 ,3,1125,100,10,10,10,10,10,10
7603122,Mission District,Castro/Upper Market,37.76441377,-122.4273403,Apartment,Entire home/apt,2,1,1,1,$185.00 ,,,,,1,$20.00 ,3,1125,100,10,10,10,10,10,10
14691164,Duboce Triangle,Castro/Upper Market,37.76590288,-122.4347035,Apartment,Entire home/apt,4,1,2,2,$260.00 ,,,,$40.00 ,1,$0.00 ,4,30,100,10,10,10,10,10,10
1054197,The Castro,Castro/Upper Market,37.76054996,-122.4451626,Apartment,Entire home/apt,2,1,0,1,$179.00 ,,,,,1,$0.00 ,3,8,96,9,10,10,10,10,9
10834465,Mission District,Castro/Upper Market,37.76341775,-122.4267735,Apartment,Entire home/apt,3,2,2,2,$900.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
496108,Duboce Triangle,Castro/Upper Market,37.7677839,-122.4342674,House,Entire home/apt,6,1.5,3,3,$549.00 ,"$3,199.00 ",,$500.00 ,$90.00 ,1,$0.00 ,2,7,97,10,9,9,9,10,9
283081,The Castro,Castro/Upper Market,37.75600386,-122.438728,House,Private room,2,3,1,1,$110.00 ,,,$250.00 ,$70.00 ,1,$10.00 ,1,5,92,9,9,9,10,10,9
17345936,The Castro,Castro/Upper Market,37.76438939,-122.442715,Apartment,Entire home/apt,2,2,1,1,$350.00 ,,,,,1,$0.00 ,3,14,,,,,,,
528726,The Castro,Castro/Upper Market,37.76560794,-122.4293408,Apartment,Entire home/apt,7,1,3,3,$250.00 ,"$1,300.00 ","$4,950.00 ",$250.00 ,$100.00 ,1,$0.00 ,3,1125,100,10,9,10,10,10,10
8016138,Duboce Triangle,Castro/Upper Market,37.76707646,-122.4324704,Apartment,Private room,2,1,1,1,$150.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
3426292,Mission District,Castro/Upper Market,37.76263447,-122.426794,Apartment,Private room,1,1,1,1,$100.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
9229519,Duboce Triangle,Castro/Upper Market,37.76614163,-122.4339648,Apartment,Entire home/apt,4,1,2,2,$250.00 ,,,$350.00 ,$100.00 ,1,$0.00 ,4,5,,,,,,,
2151566,The Castro,Castro/Upper Market,37.76084258,-122.4288393,Apartment,Entire home/apt,2,1,1,1,$200.00 ,"$1,200.00 ","$4,200.00 ",$500.00 ,$100.00 ,1,$0.00 ,2,30,92,9,9,10,10,10,10
870532,Duboce Triangle,Castro/Upper Market,37.76468824,-122.4342404,Apartment,Entire home/apt,4,1,2,2,$240.00 ,"$1,750.00 ","$6,000.00 ","$1,000.00 ",$95.00 ,2,$20.00 ,5,1125,96,10,9,10,10,10,9
8088720,Haight-Ashbury,Castro/Upper Market,37.76851434,-122.4372483,Bungalow,Private room,2,1,1,1,$95.00 ,,,$250.00 ,$25.00 ,2,$0.00 ,1,1125,97,10,10,10,10,10,10
10858543,The Castro,Castro/Upper Market,37.75889492,-122.4348931,Condominium,Private room,2,1,1,1,$125.00 ,,,,,1,$0.00 ,2,1125,,,,,,,
8878603,Louvre - Tuileries,Castro/Upper Market,37.75913787,-122.4347689,Apartment,Private room,2,1,1,1,$250.00 ,,,,,1,$0.00 ,2,1125,100,10,10,10,10,10,10
13046853,The Castro,Castro/Upper Market,37.76206116,-122.4357643,Apartment,Entire home/apt,2,1,1,2,$207.00 ,,,,$99.00 ,2,$25.00 ,1,20,98,10,10,10,10,10,10
17464720,Duboce Triangle,Castro/Upper Market,37.76676532,-122.4304714,Apartment,Private room,2,1,1,1,$75.00 ,,,,$20.00 ,1,$0.00 ,2,1125,100,10,10,10,10,10,10
10851336,The Castro,Castro/Upper Market,37.75922438,-122.4286239,House,Entire home/apt,4,2,3,2,"$1,000.00 ",,,,,1,$0.00 ,1,1125,,,,,,,
271505,The Castro,Castro/Upper Market,37.76638818,-122.4292571,Apartment,Private room,2,1,1,1,$160.00 ,$930.00 ,"$3,500.00 ",,,1,$0.00 ,3,31,99,10,10,10,10,10,10
13031100,The Castro,Castro/Upper Market,37.75979288,-122.4304086,House,Entire home/apt,2,1,1,1,$200.00 ,,,$750.00 ,$85.00 ,1,$0.00 ,2,4,99,10,10,10,10,10,10
17680468,The Castro,Castro/Upper Market,37.75947601,-122.4387716,Apartment,Entire home/apt,6,2,1,2,$192.00 ,,,,$90.00 ,1,$0.00 ,2,15,,,,,,,
4917308,The Castro,Castro/Upper Market,37.75991937,-122.4430109,Apartment,Entire home/apt,2,1,1,1,$180.00 ,"$1,200.00 ","$3,800.00 ",$400.00 ,$100.00 ,2,$30.00 ,3,90,97,10,10,10,10,10,10
5021,The Castro,Castro/Upper Market,37.76235159,-122.4344975,Apartment,Entire home/apt,3,1,2,2,$152.00 ,,,,$100.00 ,1,$0.00 ,1,1125,90,9,9,10,10,10,8
1434425,Duboce Triangle,Castro/Upper Market,37.76493814,-122.4338487,Apartment,Private room,2,1,1,1,$150.00 ,"$1,000.00 ","$4,000.00 ",,,1,$40.00 ,3,30,97,10,10,10,10,10,9
1954514,Duboce Triangle,Castro/Upper Market,37.76359353,-122.4345541,Apartment,Private room,2,1,1,1,$125.00 ,$825.00 ,"$3,000.00 ",,$35.00 ,1,$0.00 ,2,10,93,10,9,10,9,10,9
3116428,Haight-Ashbury,Castro/Upper Market,37.76788242,-122.4360814,Apartment,Entire home/apt,3,1,2,2,$200.00 ,"$1,900.00 ",,$300.00 ,$50.00 ,2,$25.00 ,4,1125,99,10,10,10,10,10,10
8287266,The Castro,Castro/Upper Market,37.76413592,-122.4318872,House,Private room,2,1,1,1,$150.00 ,"$1,000.00 ","$3,200.00 ",,,1,$0.00 ,2,1125,98,10,10,10,10,10,10
11057109,The Castro,Castro/Upper Market,37.76238421,-122.440545,House,Entire home/apt,5,1,2,3,$230.00 ,,,,$100.00 ,2,$20.00 ,2,1125,91,9,9,10,10,10,9
7275084,The Castro,Castro/Upper Market,37.76074216,-122.443594,House,Private room,2,1,1,1,$115.00 ,,,,,1,$0.00 ,2,15,99,10,10,10,10,10,10
1462428,Duboce Triangle,Castro/Upper Market,37.76853351,-122.4318337,Apartment,Entire home/apt,4,1,1,2,$199.00 ,,,$100.00 ,$95.00 ,2,$25.00 ,2,1125,88,9,9,10,9,10,9
13044664,Mission District,Castro/Upper Market,37.76246363,-122.4261258,Apartment,Private room,2,1,1,1,$140.00 ,,,$100.00 ,$15.00 ,1,$0.00 ,1,6,80,9,7,10,9,10,8
213854,The Castro,Castro/Upper Market,37.76146441,-122.438168,Apartment,Entire home/apt,4,1,3,3,$325.00 ,"$1,824.00 ","$5,200.00 ",$600.00 ,$150.00 ,4,$30.00 ,2,180,95,10,10,10,10,10,10
1033012,The Castro,Castro/Upper Market,37.76278658,-122.4290275,Apartment,Private room,1,1,1,1,$69.00 ,,,,$20.00 ,1,$0.00 ,1,29,96,10,9,10,10,10,10
295240,The Castro,Castro/Upper Market,37.76267417,-122.439195,House,Entire home/apt,4,1,1,2,$275.00 ,,,$500.00 ,$85.00 ,3,$0.00 ,2,365,98,10,10,10,10,10,10
14688313,The Castro,Castro/Upper Market,37.75757727,-122.4295638,House,Private room,2,1,1,1,$80.00 ,,,,,1,$0.00 ,2,1125,89,10,9,10,10,10,10
1212746,The Castro,Castro/Upper Market,37.7608664,-122.4413993,Apartment,Entire home/apt,10,2,3,4,$525.00 ,,,$300.00 ,,8,$35.00 ,3,14,97,10,10,10,10,10,9
16351285,The Castro,Castro/Upper Market,37.76049496,-122.4367011,Apartment,Private room,3,1,1,2,$76.00 ,,,,$65.00 ,1,$25.00 ,1,1125,20,2,2,8,2,10,2
17369805,Mission District,Castro/Upper Market,37.76447805,-122.4279698,Apartment,Entire home/apt,2,1.5,0,1,$250.00 ,,,$100.00 ,$60.00 ,1,$25.00 ,3,30,100,10,10,10,10,10,10
7181655,,Castro/Upper Market,37.7645021,-122.4314531,House,Entire home/apt,10,3.5,4,7,$700.00 ,,,$500.00 ,$200.00 ,8,$50.00 ,30,365,95,10,10,10,10,10,9
148559,Duboce Triangle,Castro/Upper Market,37.76787022,-122.4317222,Apartment,Entire home/apt,6,1,2,4,$275.00 ,"$1,900.00 ",,$500.00 ,$150.00 ,1,$0.00 ,4,13,98,10,9,10,10,10,10
1328186,The Castro,Castro/Upper Market,37.7585414,-122.4368433,House,Entire home/apt,5,2.5,3,2,$500.00 ,"$2,500.00 ","$10,000.00 ","$2,500.00 ",$150.00 ,3,$50.00 ,7,60,100,10,10,10,10,10,10
14265180,,Castro/Upper Market,37.75952104,-122.4411415,Townhouse,Entire home/apt,5,2.5,3,3,$350.00 ,,,$750.00 ,$150.00 ,1,$0.00 ,3,1125,98,10,10,10,10,10,10
2578122,Duboce Triangle,Castro/Upper Market,37.76852192,-122.4278718,Apartment,Private room,2,1,1,1,$100.00 ,,,$250.00 ,$75.00 ,1,$10.00 ,2,29,98,10,10,10,10,10,10
17107392,The Castro,Castro/Upper Market,37.76343364,-122.4424441,Apartment,Private room,2,1,1,1,$120.00 ,,,,$50.00 ,1,$0.00 ,1,12,100,10,10,10,10,10,10
1836971,The Castro,Castro/Upper Market,37.7568073,-122.4283692,House,Entire home/apt,3,2.5,2,2,$900.00 ,"$9,000.00 ","$22,000.00 ","$5,000.00 ",$150.00 ,1,$0.00 ,5,1125,,,,,,,
15501175,The Castro,Castro/Upper Market,37.76633911,-122.429417,Condominium,Entire home/apt,3,1,2,2,$200.00 ,,,$500.00 ,$75.00 ,1,$0.00 ,3,13,100,10,10,10,10,10,10
1673011,Mission District,Castro/Upper Market,37.75868556,-122.4267954,House,Entire home/apt,5,2.5,3,3,$525.00 ,"$3,000.00 ","$8,000.00 ","$1,000.00 ",$200.00 ,5,$25.00 ,3,365,99,10,10,10,10,10,10
10880832,The Castro,Castro/Upper Market,37.75996683,-122.4376575,Apartment,Entire home/apt,4,1.5,1,1,$149.00 ,,,,$110.00 ,2,$10.00 ,2,1125,,,,,,,
15832358,Duboce Triangle,Castro/Upper Market,37.76670436,-122.4351064,Apartment,Private room,1,1,1,1,$100.00 ,,,,,1,$0.00 ,3,28,100,10,10,10,10,10,9
10806613,Duboce Triangle,Castro/Upper Market,37.76728632,-122.4335612,Apartment,Entire home/apt,2,1,1,1,$465.00 ,,,$200.00 ,$50.00 ,1,$0.00 ,1,9,,,,,,,
2737894,The Castro,Castro/Upper Market,37.75968971,-122.4352407,Apartment,Private room,2,1.5,1,2,$85.00 ,$650.00 ,,,$30.00 ,2,$0.00 ,3,30,94,9,9,10,10,10,9
4104344,Haight-Ashbury,Castro/Upper Market,37.76255221,-122.4454826,Townhouse,Private room,2,1,1,1,$123.00 ,,,$500.00 ,$30.00 ,1,$0.00 ,2,100,98,10,10,10,10,10,10
5489606,Haight-Ashbury,Castro/Upper Market,37.76791314,-122.4374605,Apartment,Entire home/apt,3,2,2,1,$300.00 ,,,$500.00 ,$50.00 ,2,$100.00 ,2,1125,96,10,10,10,10,10,9
14008953,Mission District,Castro/Upper Market,37.75934448,-122.4262677,Apartment,Entire home/apt,4,2,3,4,$375.00 ,,,$500.00 ,$120.00 ,4,$0.00 ,3,5,100,10,10,10,10,10,10
1280424,Mission District,Castro/Upper Market,37.76219014,-122.4277502,Apartment,Entire home/apt,2,1,1,1,$500.00 ,"$1,158.00 ","$4,100.00 ",,$125.00 ,1,$0.00 ,3,20,100,9,9,10,10,10,9
6973631,Duboce Triangle,Castro/Upper Market,37.76814731,-122.4313642,Apartment,Private room,2,1,1,1,$108.00 ,,,,,1,$20.00 ,2,3,93,9,9,9,9,9,10
477122,Mission District,Castro/Upper Market,37.76179625,-122.4268999,House,Entire home/apt,5,3,3,2,$380.00 ,,,"$1,020.00 ",$100.00 ,4,$50.00 ,4,21,100,10,10,10,10,10,10
4490643,,Castro/Upper Market,37.76612801,-122.4278421,Apartment,Entire home/apt,2,1,1,1,$200.00 ,,,,$75.00 ,1,$0.00 ,2,1125,100,10,10,10,10,10,10
1279292,The Castro,Castro/Upper Market,37.76290082,-122.4355138,House,Entire home/apt,2,1,1,1,$250.00 ,,,,$50.00 ,2,$0.00 ,3,7,99,10,10,10,10,10,10
3343629,Noe Valley,Castro/Upper Market,37.75720575,-122.4373192,Apartment,Entire home/apt,6,2,3,4,$195.00 ,"$2,000.00 ","$6,000.00 ",,$255.00 ,6,$50.00 ,30,1125,87,9,9,7,6,9,9
3754870,The Castro,Castro/Upper Market,37.76059856,-122.4365916,Apartment,Entire home/apt,2,1,0,1,$165.00 ,"$1,100.00 ",,$300.00 ,$60.00 ,2,$0.00 ,5,22,98,10,10,10,10,10,10
6210737,Mission District,Castro/Upper Market,37.76374566,-122.4284398,House,Private room,2,1.5,1,1,$130.00 ,$900.00 ,,,$100.00 ,1,$0.00 ,4,1125,,,,,,,
9684127,The Castro,Castro/Upper Market,37.75903561,-122.435813,Condominium,Entire home/apt,4,1.5,2,2,$395.00 ,,,$750.00 ,$200.00 ,1,$0.00 ,3,1125,100,10,10,10,10,10,10
14501017,Mission District,Castro/Upper Market,37.76404567,-122.427241,Apartment,Private room,2,1,1,1,$270.00 ,,,,$80.00 ,1,$0.00 ,1,3,,,,,,,
1508483,The Castro,Castro/Upper Market,37.76369031,-122.4285817,Apartment,Entire home/apt,8,2,4,4,$375.00 ,"$1,050.00 ",,"$1,000.00 ",$100.00 ,1,$0.00 ,4,1125,100,10,10,10,10,10,10
7995834,The Castro,Castro/Upper Market,37.7574991,-122.4360592,Apartment,Entire home/apt,2,1,1,2,$105.00 ,"$1,100.00 ",,$250.00 ,$75.00 ,2,$10.00 ,30,60,98,10,10,10,10,10,10
8992929,Duboce Triangle,Castro/Upper Market,37.76673454,-122.4277747,Apartment,Private room,2,1,1,1,$100.00 ,,,$300.00 ,$75.00 ,1,$10.00 ,2,29,100,10,10,10,10,10,10
439703,The Castro,Castro/Upper Market,37.75978417,-122.4351012,Apartment,Entire home/apt,8,1.5,4,6,$349.00 ,"$2,699.00 ",,,$60.00 ,8,$0.00 ,4,1125,89,9,9,10,10,10,9
3637514,The Castro,Castro/Upper Market,37.75821648,-122.4295996,Apartment,Entire home/apt,3,1,1,1,$250.00 ,"$1,267.00 ",,$250.00 ,$60.00 ,2,$50.00 ,2,1125,88,9,8,10,10,10,9
3124541,The Castro,Castro/Upper Market,37.76271829,-122.4435392,Condominium,Private room,2,1,1,1,$149.00 ,,"$3,700.00 ",$400.00 ,$50.00 ,2,$30.00 ,2,21,98,10,10,10,10,10,10
5967397,Duboce Triangle,Castro/Upper Market,37.76894653,-122.4312914,Apartment,Private room,2,1,1,1,$125.00 ,,,,,1,$0.00 ,1,1125,,,,,,,
1407881,Mission District,Castro/Upper Market,37.76361252,-122.4306293,Apartment,Entire home/apt,2,1,0,1,$160.00 ,"$1,000.00 ",,$500.00 ,$60.00 ,2,$0.00 ,4,93,96,10,10,10,10,10,9
9735635,The Castro,Castro/Upper Market,37.75782724,-122.4288001,House,Entire home/apt,2,1,0,1,$289.00 ,,,$200.00 ,$100.00 ,2,$50.00 ,2,1125,100,10,10,10,10,10,10
7897863,Duboce Triangle,Castro/Upper Market,37.76538812,-122.4340937,Apartment,Entire home/apt,2,1,1,1,$179.00 ,"$1,200.00 ",,$500.00 ,$90.00 ,1,$0.00 ,2,10,100,10,10,10,10,10,10
6275843,The Castro,Castro/Upper Market,37.75938061,-122.431861,House,Entire home/apt,5,2,3,3,$700.00 ,,,"$1,000.00 ",$170.00 ,5,$60.00 ,5,1125,100,10,10,10,10,10,10
7602945,The Castro,Castro/Upper Market,37.76638504,-122.4289671,Condominium,Entire home/apt,4,1,2,2,$297.00 ,"$3,000.00 ",,,$150.00 ,1,$0.00 ,2,1125,,,,,,,
2104515,Duboce Triangle,Castro/Upper Market,37.76699321,-122.4352096,Apartment,Private room,2,1,1,1,$95.00 ,,"$1,995.00 ",,$85.00 ,1,$25.00 ,1,30,94,10,9,10,10,10,9
1999524,Duboce Triangle,Castro/Upper Market,37.7641242,-122.4337538,Apartment,Entire home/apt,6,1,2,2,$269.00 ,,,$666.00 ,,6,$25.00 ,2,28,97,10,10,10,10,10,10
7340055,The Castro,Castro/Upper Market,37.76102112,-122.4324866,Apartment,Private room,2,1,1,1,$200.00 ,,,,,1,$0.00 ,1,1125,100,10,10,10,10,10,10
17318005,Duboce Triangle,Castro/Upper Market,37.76872443,-122.4341635,Apartment,Entire home/apt,3,1,1,2,$180.00 ,,,$100.00 ,$100.00 ,3,$25.00 ,2,14,100,10,9,10,10,10,10
753761,The Castro,Castro/Upper Market,37.75689182,-122.4305903,House,Entire home/apt,5,1,3,4,$171.00 ,"$1,154.00 ","$4,137.00 ",$500.00 ,$150.00 ,1,$35.00 ,7,20,,,,,,,
2777105,The Castro,Castro/Upper Market,37.76713271,-122.4360977,Apartment,Entire home/apt,3,1,2,2,$190.00 ,"$1,200.00 ",,$200.00 ,$80.00 ,3,$0.00 ,2,1125,100,10,10,10,10,10,10
11305038,The Castro,Castro/Upper Market,37.76478823,-122.4364539,Apartment,Entire home/apt,2,1,0,1,$125.00 ,,,,$60.00 ,1,$25.00 ,1,99,96,10,10,10,10,10,9
